client,age,education_years,hours_per_week,sex,income
client_1,45.8,9,54.8,F,0
client_1,42.9,6,51.2,M,0
client_1,38.9,9,36.1,M,1
client_1,34.8,13,31.2,M,1
client_1,49.6,8,47.9,M,0
client_1,37.2,16,29.0,F,1
client_1,36.3,6,37.6,F,0
client_1,41.3,12,38.9,M,0
client_1,60.4,11,55.9,F,1
client_1,23.9,15,36.5,M,1
client_1,49.2,15,15.6,F,0
client_1,18.0,11,45.0,F,0
client_1,42.6,12,33.0,M,1
client_1,58.9,13,40.4,M,1
client_1,45.9,11,39.1,M,1
client_1,42.0,8,37.3,F,0
client_1,33.3,10,47.9,M,1
client_1,40.4,8,24.7,M,0
client_1,37.0,11,34.8,M,1
client_1,30.6,12,46.8,F,1
client_1,36.5,8,33.9,F,0
client_1,42.4,8,23.9,M,0
client_1,30.8,15,46.7,F,1
client_1,30.3,10,51.2,M,1
client_1,23.7,8,39.6,F,0
client_2,44.1,10,56.8,M,0
client_2,29.5,14,47.2,F,1
client_2,32.6,11,28.1,M,0
client_2,29.0,16,44.9,M,1
client_2,25.7,14,48.5,M,0
client_2,52.8,13,47.3,M,1
client_2,48.3,14,47.8,F,1
client_2,51.7,7,43.6,F,0
client_2,40.5,10,39.3,M,0
client_2,49.3,12,33.9,M,0
client_2,18.9,8,21.0,M,0
client_2,50.4,7,43.4,M,0
client_2,42.1,7,41.9,M,0
client_2,47.5,14,45.6,M,1
client_2,44.6,13,26.6,F,1
client_2,28.2,9,46.5,F,0
client_2,22.0,14,60.5,F,1
client_2,31.5,13,40.8,M,1
client_2,46.8,14,39.4,M,1
client_2,48.3,16,43.1,M,1
client_2,23.6,15,60.3,F,1
client_2,28.2,7,29.8,M,0
client_2,31.3,14,42.0,M,1
client_2,35.7,10,32.0,M,0
client_2,23.7,10,34.5,F,0
client_2,22.9,13,39.5,F,0
client_2,30.1,12,53.5,F,1
client_2,41.0,10,58.0,M,1
client_2,25.8,16,44.5,M,1
client_2,38.6,7,36.2,M,0
client_2,52.7,7,64.9,F,0
client_2,24.4,6,35.7,F,0
client_2,37.5,14,34.3,M,1
client_2,52.3,10,22.3,F,0
client_2,35.0,10,54.0,M,1
client_2,33.1,13,49.7,F,1
client_2,54.0,10,64.2,M,1
client_2,36.3,12,26.1,M,0
client_2,53.3,6,54.6,M,0
client_2,45.1,7,40.7,F,0
client_2,35.9,16,48.1,M,1
client_2,45.8,10,23.5,M,1
client_2,43.8,7,54.7,M,0
client_2,52.3,10,47.9,F,1
client_2,33.4,9,39.6,M,0
client_2,40.5,9,46.5,F,1
client_2,39.3,9,32.3,F,0
client_2,48.4,14,34.2,M,1
client_2,27.7,7,35.4,M,0
client_2,52.2,9,21.5,F,0
client_2,45.6,11,48.6,F,1
client_2,24.2,11,51.9,M,1
client_2,54.5,15,33.0,M,1
client_2,66.8,16,43.5,F,1
client_2,52.0,9,37.3,M,1
client_2,57.1,11,43.3,M,1
client_2,41.0,6,33.7,M,0
client_2,20.1,12,31.2,F,0
client_2,18.0,7,50.5,M,0
client_2,43.1,6,39.4,M,0
client_2,32.9,13,60.2,M,1
client_2,29.0,7,40.5,M,0
client_2,39.2,11,30.7,F,0
client_2,47.4,7,52.3,F,0
client_2,22.6,14,46.3,F,1
client_2,34.6,14,47.3,F,1
client_2,58.1,12,51.9,F,1
client_2,27.1,15,33.5,F,1
client_2,50.4,10,38.7,M,0
client_2,34.2,8,38.3,M,0
client_2,46.5,7,27.1,M,0
client_2,53.2,8,37.4,M,0
client_2,48.9,8,53.4,F,1
client_2,50.9,9,42.4,F,0
client_2,26.2,8,26.5,F,0
client_2,53.4,12,24.4,F,0
client_2,29.8,7,56.6,F,1
client_2,43.1,12,39.1,M,1
client_2,43.1,9,33.5,M,0
client_2,45.8,13,37.3,M,1
client_2,44.0,11,25.2,F,0
client_2,29.9,15,54.2,M,1
client_2,23.8,10,36.1,M,1
client_2,50.5,9,53.7,F,0
client_2,42.2,12,40.5,F,1
client_2,53.8,13,54.3,M,1
client_2,39.5,10,42.6,F,1
client_2,23.1,12,48.5,M,0
client_2,51.6,11,47.2,F,1
client_2,35.6,9,46.2,F,0
client_2,44.1,9,43.5,M,0
client_2,32.2,15,37.7,F,1
client_2,59.7,13,59.2,F,1
client_2,29.5,7,30.9,F,1
client_2,36.0,16,40.0,F,1
client_2,41.3,13,40.1,M,1
client_2,26.9,6,44.0,F,0
client_2,44.0,14,35.7,F,1
client_2,59.3,12,43.1,M,1
client_2,34.1,16,38.3,M,1
client_2,44.7,11,24.2,F,0
client_2,18.0,11,40.1,M,0
client_2,39.5,9,29.0,F,0
client_2,36.2,9,22.7,M,0
client_2,30.2,12,41.4,M,0
client_2,53.0,15,44.9,M,1
client_2,36.1,15,45.3,F,1
client_2,37.9,14,45.7,F,1
client_2,35.5,12,20.7,M,1
client_2,18.0,11,26.4,M,0
client_2,26.4,9,59.7,F,0
client_2,51.5,14,29.5,F,1
client_2,18.0,9,46.1,F,0
client_2,30.8,8,33.1,M,0
client_2,35.2,15,40.8,F,1
client_2,60.9,12,33.7,M,0
client_2,49.2,9,45.6,M,1
client_2,33.3,15,41.4,M,1
client_2,55.7,16,35.5,F,1
client_2,31.1,9,29.5,M,0
client_2,52.1,11,42.7,M,1
client_2,23.7,11,27.9,F,0
client_2,52.9,13,44.3,M,1
client_2,35.1,16,66.3,M,1
client_2,27.7,12,53.5,M,0
client_2,37.4,14,47.2,M,1
client_2,43.3,12,39.1,F,0
client_2,34.1,15,20.6,M,1
client_2,46.6,10,26.8,M,0
client_2,33.0,10,52.8,F,0
client_2,47.4,10,32.1,M,0
client_2,45.3,16,33.0,F,1
client_2,39.3,12,38.3,M,1
client_2,34.7,7,29.4,M,0
client_2,41.8,6,27.7,F,0
client_2,46.6,11,39.5,F,1
client_2,64.7,14,31.1,F,0
client_2,51.3,11,32.6,M,0
client_2,51.7,12,32.2,F,1
client_2,77.1,14,45.2,M,1
client_2,46.2,11,37.7,F,1
client_2,45.8,15,38.2,M,1
client_2,48.4,13,46.0,M,1
client_2,27.9,14,38.6,F,0
client_2,34.7,14,37.2,M,1
client_2,33.9,12,44.7,M,1
client_2,47.8,6,46.7,F,0
client_2,37.9,10,38.5,F,0
client_2,41.7,7,40.8,M,0
client_2,53.0,11,32.2,F,1
client_2,50.4,7,31.4,F,0
client_2,38.1,11,47.7,M,0
client_2,32.0,9,44.4,M,0
client_2,53.6,6,44.6,F,0
client_2,49.3,7,42.8,F,0
client_2,20.7,11,40.5,F,1
client_2,36.2,6,47.0,M,0
client_2,42.0,15,49.4,F,1
client_2,49.3,14,49.1,M,1
client_2,50.9,13,39.0,M,1
client_2,43.4,7,53.9,M,0
client_2,47.0,14,42.3,M,1
client_2,40.8,12,46.3,M,0
client_2,31.9,10,42.8,F,0
client_2,36.9,6,42.5,F,0
client_2,40.2,11,32.6,F,1
client_2,39.6,14,47.0,M,1
client_2,18.0,6,68.5,M,0
client_2,35.2,6,36.3,F,0
client_2,40.7,10,40.7,F,1
client_2,36.6,11,35.5,M,1
client_2,37.0,11,35.1,M,1
client_2,45.9,10,55.4,F,1
client_2,27.1,8,33.3,M,0
client_2,20.5,6,35.3,M,0
client_2,35.8,6,24.1,M,0
client_2,49.2,7,32.4,F,0
client_2,60.3,13,22.9,M,1
client_2,49.4,14,46.3,M,1
client_2,22.4,10,68.0,M,1
client_2,37.2,6,36.3,F,0
client_2,43.1,10,23.3,M,0
client_2,42.1,16,49.0,M,1
client_2,46.5,8,32.7,F,0
client_2,29.0,11,53.0,M,1
client_2,40.8,11,37.2,F,1
client_2,45.0,9,33.7,M,0
client_2,49.9,10,38.2,M,0
client_2,30.3,11,47.6,M,1
client_2,35.9,11,37.7,F,1
client_2,18.0,13,35.0,F,1
client_2,32.5,12,38.0,M,0
client_2,33.7,6,27.3,F,0
client_2,27.8,6,44.0,M,0
client_2,42.0,10,22.1,M,0
client_2,39.3,15,35.6,M,1
client_2,18.0,6,47.6,M,0
client_2,42.6,6,43.0,F,0
client_2,28.9,13,45.9,M,1
client_2,45.8,10,39.3,F,0
client_2,24.6,8,51.7,M,0
client_2,40.4,8,49.2,M,0
client_2,36.6,13,44.5,M,0
client_2,43.6,11,49.3,F,1
client_2,41.5,13,47.5,M,1
client_2,36.9,9,35.6,M,0
client_2,21.6,11,26.6,M,0
client_2,22.3,15,44.2,M,1
client_2,33.0,9,45.5,M,0
client_2,39.9,10,50.9,M,0
client_2,32.7,7,30.6,M,0
client_2,47.5,13,30.9,M,1
client_2,36.6,6,44.6,M,0
client_2,28.4,8,39.3,F,1
client_2,36.7,13,21.1,F,1
client_2,42.7,6,43.8,F,0
client_2,43.9,16,21.5,M,1
client_2,62.5,10,30.5,M,1
client_2,32.0,10,53.5,F,1
client_2,39.1,11,58.2,F,1
client_2,45.1,13,27.8,M,0
client_2,39.7,11,36.7,F,0
client_2,34.0,15,40.4,F,1
client_2,21.4,16,57.8,F,1
client_2,33.9,8,35.1,M,0
client_2,27.1,13,35.2,F,0
client_2,19.3,9,55.5,F,0
client_2,30.5,16,36.3,M,1
client_2,27.4,8,47.2,F,0
client_2,47.0,9,25.2,F,0
client_2,47.2,13,38.3,M,1
client_2,29.2,14,23.4,M,1
client_2,36.9,7,29.4,F,0
client_2,18.0,12,48.4,F,1
client_2,34.1,9,39.5,F,0
client_2,44.8,12,36.8,M,1
client_2,49.9,12,32.5,M,0
client_2,31.4,16,37.8,F,1
client_2,52.6,16,43.0,M,1
client_2,21.8,13,49.8,M,1
client_2,25.0,13,13.7,F,0
client_2,48.5,15,31.7,F,0
client_2,60.1,8,41.6,M,0
client_2,45.9,13,39.0,M,1
client_2,39.5,14,44.0,M,1
client_2,18.0,7,42.7,F,0
client_2,18.0,15,37.0,F,1
client_2,41.6,13,34.7,F,1
client_2,35.7,9,37.5,F,0
client_2,26.7,11,51.5,F,1
client_2,40.8,11,32.7,F,0
client_2,41.4,16,39.4,M,1
client_2,51.3,16,41.8,M,1
client_2,41.6,14,55.6,M,1
client_2,54.7,13,37.0,M,0
client_2,40.1,7,49.6,F,0
client_2,38.6,16,52.3,M,1
client_2,52.8,7,39.4,F,0
client_2,28.3,7,37.9,M,0
client_2,73.8,6,36.7,M,0
client_2,44.5,16,37.4,F,1
client_2,44.6,11,48.5,M,1
client_2,46.3,8,42.3,M,0
client_2,62.5,6,42.4,F,0
client_2,49.5,10,28.7,F,0
client_2,20.7,13,30.3,M,1
client_2,56.8,16,61.4,F,1
client_2,35.9,12,38.2,M,0
client_2,41.3,12,32.3,F,1
client_2,24.6,15,54.3,M,1
client_2,46.3,15,42.8,F,1
client_2,32.2,9,45.8,F,0
client_2,41.2,16,38.6,M,1
client_2,36.6,11,36.8,F,1
client_2,63.1,16,38.3,M,1
client_2,63.8,7,26.2,F,0
client_2,40.6,7,39.1,F,0
client_2,40.8,15,43.0,M,1
client_2,35.5,13,58.5,F,1
client_2,53.3,7,40.9,F,0
client_2,36.1,15,16.7,M,1
client_2,34.9,7,39.1,M,0
client_2,51.7,13,67.4,M,1
client_2,33.5,8,48.7,M,0
client_2,39.5,6,31.9,M,0
client_2,21.0,14,45.9,M,1
client_2,48.5,15,32.6,M,1
client_2,63.3,7,26.5,F,0
client_2,48.7,7,36.5,M,0
client_2,57.5,12,40.9,F,0
client_2,29.8,6,21.3,M,0
client_2,42.8,14,28.5,F,1
client_2,28.7,16,40.1,M,1
client_2,37.3,14,35.9,M,1
client_2,49.3,8,43.9,M,0
client_2,41.2,8,27.9,M,0
client_2,23.0,13,47.1,F,1
client_2,24.2,6,28.2,F,0
client_2,23.4,11,56.4,F,0
client_2,45.9,10,22.8,M,0
client_2,64.8,14,29.1,M,0
client_2,56.3,8,44.2,F,0
client_2,18.0,14,56.6,F,1
client_2,57.1,13,43.2,F,1
client_2,51.2,8,45.6,M,0
client_2,21.5,9,40.2,F,0
client_2,36.4,6,29.7,M,0
client_2,53.1,10,35.1,M,0
client_2,46.6,8,27.9,F,0
client_2,24.3,7,27.2,F,0
client_2,47.3,12,44.0,M,1
client_2,18.0,12,28.8,F,0
client_2,37.3,6,43.2,M,0
client_2,53.7,8,27.0,M,1
client_2,40.2,6,43.0,M,0
client_2,34.0,13,35.1,M,1
client_2,50.7,9,54.1,M,1
client_2,51.7,6,43.2,F,0
client_2,55.7,8,52.4,F,1
client_2,50.5,16,32.4,F,1
client_2,53.0,8,40.6,M,0
client_2,48.8,13,30.2,M,1
client_2,43.2,11,35.9,F,0
client_2,41.1,7,37.4,F,0
client_2,37.2,9,32.7,M,0
client_2,25.5,6,27.8,F,0
client_2,28.5,14,25.9,M,0
client_2,36.6,9,16.6,M,0
client_2,42.9,11,29.4,F,0
client_2,57.3,7,46.3,F,0
client_2,39.5,15,24.0,F,1
client_2,52.0,8,26.3,M,0
client_2,53.0,12,57.9,F,1
client_2,37.2,15,33.6,F,1
client_2,47.1,13,43.2,M,0
client_2,37.1,12,46.4,F,1
client_2,55.9,15,46.6,M,1
client_2,47.6,7,24.8,F,0
client_2,25.7,16,37.7,F,1
client_2,41.9,12,23.8,F,0
client_2,59.8,10,64.5,F,1
client_2,37.8,8,24.1,F,0
client_2,45.4,14,29.5,M,1
client_2,46.6,16,29.6,F,1
client_2,27.6,13,25.0,M,0
client_2,46.1,6,53.5,M,0
client_2,23.3,11,64.2,M,1
client_2,32.5,14,35.2,M,1
client_2,52.9,10,26.8,F,0
client_2,44.3,14,17.6,F,1
client_2,36.3,13,37.6,M,1
client_2,45.4,6,36.8,M,0
client_2,39.3,12,33.5,F,0
client_2,40.2,7,42.2,M,0
client_2,47.9,11,44.0,M,0
client_2,31.3,10,43.2,M,0
client_2,40.5,14,36.8,F,1
client_2,36.3,15,29.0,F,1
client_2,21.0,11,46.7,F,1
client_2,29.0,11,40.1,F,0
client_2,58.8,12,48.9,F,1
client_2,44.6,13,47.9,F,1
client_2,24.1,12,25.8,F,0
client_2,21.5,14,25.7,F,0
client_2,38.7,16,32.4,F,1
client_2,58.7,15,29.4,F,1
client_2,37.8,7,47.6,F,0
client_2,55.7,11,43.5,M,1
client_2,44.2,11,51.0,M,1
client_2,45.7,11,44.0,M,0
client_2,24.0,11,42.1,M,0
client_2,51.3,13,52.0,F,1
client_2,36.0,10,44.7,M,1
client_2,50.4,8,40.7,F,0
client_2,30.2,11,54.8,M,1
client_2,42.1,15,41.2,F,1
client_2,44.2,9,37.0,F,0
client_2,38.2,6,31.6,F,0
client_2,44.9,16,47.0,F,1
client_2,36.8,8,52.4,M,1
client_2,32.2,12,39.5,M,1
client_2,59.3,14,53.1,F,1
client_2,52.6,9,20.3,F,0
client_2,30.9,9,39.4,M,0
client_2,46.8,9,39.6,M,0
client_2,31.1,7,32.7,M,0
client_2,25.8,7,63.8,M,0
client_2,52.4,8,39.3,M,0
client_2,19.6,11,35.9,M,0
client_2,51.1,11,40.3,M,1
client_2,37.0,6,20.0,F,0
client_2,37.5,15,32.4,M,1
client_2,44.9,13,49.8,F,1
client_2,47.0,6,33.7,F,0
client_2,30.1,15,31.7,M,1
client_2,48.6,6,53.1,F,0
client_2,41.4,12,53.4,M,0
client_2,24.9,11,45.2,M,1
client_2,38.0,11,35.4,F,0
client_2,56.6,16,37.6,F,1
client_3,38.7,12,11.3,F,0
client_3,38.7,15,35.2,F,0
client_3,39.1,12,50.8,M,1
client_3,37.7,7,23.2,M,1
client_3,43.0,16,41.1,F,0
client_3,49.0,12,55.9,F,0
client_3,25.2,9,32.4,F,0
client_3,27.4,14,40.0,M,0
client_3,19.0,10,27.0,M,0
client_3,50.4,10,56.3,F,0
client_3,43.0,15,39.2,F,1
client_3,46.1,15,40.5,F,1
client_3,22.8,11,53.5,F,0
client_3,61.4,10,46.6,F,0
client_3,32.7,15,31.2,F,1
client_3,42.0,7,33.5,M,1
client_3,50.3,14,44.9,M,1
client_3,28.2,12,33.8,M,1
client_3,33.4,15,18.8,F,0
client_3,42.2,10,39.5,F,1
client_3,74.3,15,25.2,F,1
client_3,43.6,6,56.2,F,1
client_3,59.3,14,41.8,F,1
client_3,54.5,6,30.9,F,0
client_3,44.4,13,33.0,F,0
client_3,28.1,8,21.1,F,1
client_3,52.7,16,29.0,M,0
client_3,22.0,14,50.2,M,0
client_3,59.2,7,62.3,M,0
client_3,42.4,15,47.3,F,1
client_3,18.0,8,39.1,F,0
client_3,35.9,12,35.7,M,0
client_3,47.8,6,30.4,M,1
client_3,37.2,7,60.6,M,1
client_3,48.6,8,38.1,F,0
client_3,29.8,11,61.2,M,1
client_3,24.3,11,53.9,M,1
client_3,39.1,15,22.6,M,0
client_3,40.4,7,33.3,M,0
client_3,35.8,14,33.3,F,1
client_3,54.7,6,39.2,M,0
client_3,29.8,9,39.4,M,0
client_3,43.8,7,70.0,F,1
client_3,40.8,7,29.2,F,0
client_3,21.3,12,42.3,F,0
client_3,24.2,15,46.2,M,0
client_3,40.1,13,40.0,F,0
client_3,63.8,15,41.1,M,0
client_3,47.0,12,29.6,M,0
client_3,19.3,6,41.1,F,1
client_3,18.0,9,45.1,F,1
client_3,48.8,15,43.3,M,1
client_3,38.8,6,45.7,M,0
client_3,53.7,7,54.1,F,0
client_3,29.4,15,49.4,M,0
client_3,44.2,6,40.7,F,1
client_3,50.2,16,28.3,M,1
client_3,34.6,14,34.0,M,1
client_3,34.9,13,37.8,M,1
client_3,40.3,11,42.5,F,1
client_3,46.5,6,35.2,F,0
client_3,39.8,10,30.6,M,0
client_3,51.7,14,28.1,M,1
client_3,34.5,15,23.5,M,1
client_3,24.1,10,37.7,F,0
client_3,63.7,15,25.3,M,0
client_3,32.7,14,30.0,M,1
client_3,33.2,6,36.1,F,1
client_3,39.2,12,26.6,M,1
client_3,40.8,12,43.8,F,1
client_3,35.4,11,47.4,M,1
client_3,39.8,14,34.5,M,1
client_3,39.5,15,35.6,M,0
client_3,42.1,12,45.4,F,0
client_3,18.0,9,32.9,M,1
client_3,62.6,16,32.2,M,0
client_3,38.2,16,52.0,M,0
client_3,47.0,13,48.8,F,1
client_3,23.5,13,46.0,M,0
client_3,34.3,7,49.3,F,0
client_3,31.9,10,20.2,M,0
client_3,57.6,8,53.5,M,0
client_3,33.0,11,43.9,M,1
client_3,49.1,15,50.1,M,1
client_3,32.2,8,43.9,M,1
client_3,34.6,16,40.5,M,1
client_3,37.1,7,37.2,M,1
client_3,55.4,7,43.7,M,0
client_3,18.0,16,36.9,F,0
client_3,24.2,7,48.7,F,0
client_3,18.0,14,24.1,M,0
client_3,26.9,14,34.6,F,1
client_3,30.3,9,60.4,M,0
client_3,20.6,6,33.7,F,0
client_3,31.2,9,37.6,F,0
client_3,18.0,6,31.2,M,0
client_3,27.8,13,43.4,M,1
client_3,54.4,15,32.6,F,0
client_3,44.8,16,38.1,F,0
client_3,42.2,14,48.5,M,0
client_3,28.0,14,33.0,F,0
client_3,21.6,15,47.9,F,1
client_3,26.3,14,48.2,M,0
client_3,39.5,13,50.5,M,0
client_3,50.4,16,41.4,M,0
client_3,50.8,9,72.4,M,0
client_3,47.6,10,50.5,M,0
client_3,31.1,15,43.2,M,1
client_3,40.3,9,31.2,F,0
client_3,36.1,9,39.0,F,0
client_3,37.6,7,54.3,F,0
client_3,64.4,9,57.1,M,0
client_3,18.9,12,54.8,M,0
client_3,37.2,15,47.9,F,1
client_3,54.5,7,27.4,M,0
client_3,22.4,13,44.9,F,1
client_3,32.3,14,27.6,M,1
client_3,33.7,15,25.1,F,0
client_3,37.3,14,42.4,F,1
client_3,20.8,7,45.2,F,0
client_3,47.1,11,49.0,F,1
client_3,48.0,16,45.0,M,0
client_3,46.1,15,45.3,F,0
client_3,29.6,12,30.2,F,0
client_3,41.0,16,39.0,M,1
client_3,29.2,13,24.9,F,1
client_3,36.0,6,20.0,M,0
client_3,65.8,16,47.4,M,1
client_3,41.1,7,32.5,M,1
client_3,25.7,10,48.7,M,1
client_3,42.2,8,51.1,F,0
client_3,23.8,13,33.8,M,1
client_3,25.6,6,45.9,M,0
client_3,27.5,13,33.4,M,0
client_3,34.7,15,21.5,M,0
client_3,51.2,14,41.2,F,1
client_3,46.9,9,35.3,F,1
client_3,46.3,15,35.6,M,1
client_3,26.8,9,59.8,M,1
client_3,33.5,13,24.7,F,0
client_3,43.3,11,43.8,F,0
client_3,32.5,6,30.1,F,1
client_3,36.7,6,49.1,F,1
client_3,45.3,8,43.0,F,0
client_3,35.8,16,43.8,M,0
client_3,42.7,16,30.6,M,1
client_3,59.1,10,32.3,M,0
client_3,37.9,16,49.3,F,1
client_3,54.2,6,57.7,M,1
client_3,46.7,16,44.8,M,0
client_3,22.4,8,31.0,M,0
client_3,26.8,6,43.4,F,1
client_3,30.0,14,64.3,F,0
client_3,29.7,10,41.0,F,0
client_3,38.9,9,54.6,M,0
client_3,47.4,14,32.6,F,1
client_3,55.1,9,39.6,M,1
client_3,43.7,14,46.2,F,0
client_3,34.7,8,44.0,M,1
client_3,18.0,6,32.3,F,0
client_3,40.8,9,31.9,F,0
client_3,40.3,12,49.9,M,0
client_3,42.2,8,51.9,M,0
client_3,65.3,7,55.1,M,1
client_3,54.9,14,58.0,F,1
client_3,49.4,11,41.3,F,0
client_3,28.5,10,36.9,F,1
client_3,33.8,8,53.5,M,1
client_3,38.9,6,47.1,F,1
client_3,30.7,6,30.2,F,0
client_3,46.0,13,29.7,M,0
client_3,44.3,6,44.9,F,0
client_3,26.9,8,38.2,F,0
client_3,54.4,16,39.7,F,0
client_3,41.2,9,50.7,M,0
client_3,19.3,14,47.6,F,0
client_3,39.4,9,53.3,F,1
client_3,43.4,16,20.7,F,1
client_3,51.7,15,42.5,M,1
client_3,36.0,11,46.9,M,0
client_3,49.9,13,24.7,F,1
client_3,42.2,10,33.5,F,1
client_3,24.2,16,31.6,F,1
client_3,23.0,9,40.2,M,1
client_3,53.5,15,56.3,F,1
client_3,54.4,12,60.2,F,1
client_3,43.9,13,31.9,F,1
client_3,57.9,9,45.3,M,1
client_3,52.7,15,45.6,M,1
client_3,48.2,14,43.9,M,1
client_3,29.1,14,44.0,F,0
client_3,60.8,14,43.0,F,1
client_3,46.4,7,56.9,F,0
client_3,35.4,15,51.0,F,1
client_3,32.0,15,29.4,M,1
client_3,43.1,8,48.0,M,1
client_3,19.9,16,48.9,F,0
client_3,48.4,11,43.1,M,1
client_3,28.6,9,51.3,F,0
client_3,44.4,8,41.9,M,0
client_3,33.7,10,42.0,M,0
client_3,36.8,6,41.2,F,1
client_3,30.9,13,19.8,M,0
client_3,38.1,13,39.2,M,0
client_3,62.7,13,33.3,F,1
client_3,56.6,12,28.1,F,1
client_3,44.3,9,54.3,M,0
client_3,39.7,13,45.0,F,1
client_3,50.1,15,39.7,F,0
client_3,53.6,6,34.4,M,1
client_3,30.0,10,43.0,M,0
client_3,39.1,16,49.9,M,1
client_3,18.1,15,31.7,F,1
client_3,53.5,16,40.0,M,1
client_3,64.8,8,48.7,F,1
client_3,41.0,11,20.6,M,1
client_3,18.0,7,39.4,M,0
client_3,47.3,15,35.7,F,0
client_3,29.2,11,38.7,M,0
client_3,32.0,8,35.0,M,0
client_3,47.5,6,41.4,M,1
client_3,43.1,14,59.2,F,0
client_3,34.1,14,36.8,M,1
client_3,32.2,15,42.9,F,0
client_3,41.5,16,59.9,F,0
client_3,35.1,14,34.5,F,1
client_3,26.7,14,58.1,M,1
client_3,36.0,14,40.1,M,1
client_3,44.1,16,57.8,M,0
client_3,37.9,11,47.5,F,1
client_3,23.0,14,43.1,M,1
client_3,51.9,15,39.3,F,0
client_3,18.0,7,33.8,F,1
client_3,34.6,13,40.8,M,1
client_3,32.6,9,49.0,M,0
client_3,41.8,7,39.9,M,0
client_3,46.7,7,36.8,F,0
client_3,53.5,7,37.5,M,1
client_3,31.5,15,49.9,M,1
client_3,47.0,14,52.3,M,1
client_3,42.3,7,33.3,F,1
client_3,19.5,12,33.3,F,0
client_3,62.8,13,43.8,M,1
client_3,22.7,11,55.3,M,0
client_3,45.0,12,51.5,M,1
client_3,44.7,15,27.5,M,0
client_3,43.3,11,37.4,F,0
client_3,34.1,13,30.7,M,0
client_3,49.9,12,37.3,F,0
client_3,21.3,10,56.0,M,0
client_3,39.2,15,25.8,M,1
client_3,33.2,10,23.8,F,0
client_3,31.9,14,31.7,F,1
client_3,45.1,12,42.9,F,0
client_3,52.9,13,46.2,M,1
client_3,35.9,14,44.4,M,0
client_3,49.4,14,51.8,M,0
client_3,40.6,12,22.4,F,0
client_3,29.3,12,51.9,M,1
client_3,36.9,11,36.9,F,1
client_3,36.4,9,47.3,F,0
client_3,31.6,13,26.8,F,0
client_3,45.1,15,40.0,M,1
client_3,42.8,13,42.4,M,1
client_3,20.9,14,51.6,M,0
client_3,20.2,15,24.1,M,0
client_3,45.1,10,40.3,F,1
client_3,30.2,6,29.1,M,0
client_3,43.6,9,45.1,F,0
client_3,49.4,14,47.8,M,0
client_3,24.7,14,52.9,F,0
client_3,23.1,11,34.6,M,1
client_3,60.1,14,49.3,M,0
client_3,44.2,6,53.6,M,0
client_3,35.0,13,23.6,M,0
client_3,28.8,13,46.1,F,1
client_3,33.9,11,49.6,F,0
client_3,25.7,13,37.4,M,0
client_3,50.6,11,27.9,M,0
client_3,30.7,11,49.4,F,1
client_3,53.1,12,28.0,M,1
client_3,35.2,14,38.2,F,0
client_3,27.5,8,39.6,M,0
client_3,34.9,9,47.2,F,0
client_3,18.0,10,33.7,F,0
client_3,38.6,8,33.2,M,1
client_3,38.0,9,41.0,M,1
client_3,49.9,9,50.1,M,0
client_3,18.0,9,62.9,M,0
client_3,53.9,10,24.9,M,0
client_3,49.8,11,43.2,F,1
client_3,55.0,13,29.1,M,1
client_3,39.4,9,50.2,M,0
client_3,52.2,15,30.6,M,0
client_3,22.3,11,33.3,M,0
client_3,48.6,13,34.1,F,0
client_3,30.7,7,39.2,M,0
client_3,20.2,7,43.2,M,0
client_3,26.5,10,44.8,F,1
client_3,40.1,10,39.9,M,0
client_3,30.1,11,26.7,F,0
client_3,44.5,7,47.3,M,1
client_3,18.3,11,39.5,M,1
client_3,18.0,13,51.6,F,1
client_3,56.5,14,32.9,M,1
client_3,50.8,8,24.0,F,1
client_3,27.4,9,39.7,M,0
client_3,40.0,11,53.0,M,0
client_3,52.2,11,41.6,F,0
client_3,45.0,14,38.0,F,1
client_3,41.8,10,31.3,F,1
client_3,53.1,13,57.6,F,1
client_3,31.2,15,29.7,F,1
client_3,40.4,9,32.7,F,0
client_3,39.8,15,45.7,F,1
client_3,36.7,9,21.4,F,1
client_3,35.3,9,52.7,F,1
client_3,40.9,13,46.2,F,1
client_3,40.4,12,49.0,M,0
client_3,27.4,12,45.6,M,1
client_3,49.6,8,38.4,F,0
client_3,28.3,7,29.4,M,0
client_3,37.4,15,38.6,F,0
client_3,36.5,15,30.2,M,0
client_3,44.3,15,44.9,F,1
client_3,18.0,11,48.1,F,1
client_3,50.7,15,54.8,M,0
client_3,31.9,11,43.7,F,1
client_3,54.6,6,49.2,M,0
client_3,34.3,8,37.0,F,0
client_3,39.4,8,35.2,F,1
client_3,63.0,10,44.7,F,0
client_3,36.7,16,36.1,M,1
client_3,54.9,9,42.7,F,1
client_3,40.5,12,29.4,M,1
client_3,45.0,8,31.2,M,0
client_3,40.8,13,46.4,M,1
client_3,50.2,12,48.9,M,0
client_3,31.8,7,30.1,M,1
client_3,28.2,11,46.7,M,1
client_3,32.3,7,34.7,F,0
client_3,41.2,15,40.2,F,0
client_3,37.4,13,54.2,M,0
client_3,48.5,16,48.1,F,0
client_3,55.7,15,48.0,M,0
client_3,28.3,8,59.1,F,0
client_3,31.2,13,33.0,F,1
client_3,22.8,7,30.1,F,1
client_3,64.4,16,32.8,F,0
client_3,43.7,14,37.5,M,0
client_3,45.8,13,16.5,M,1
